"family_id","date","session_no","video_id","orig_token","lemma","upos","token_start_time","token_end_time"
"00220001",2024-02-24,"1","fc24ce9224","fixing","fix","NOUN",00:00:40,00:00:40
"00220001",2024-02-24,"1","fc24ce9224","snack","snack","NOUN",00:00:41,00:00:41
"00220001",2024-02-24,"1","fc24ce9224","goodness","goodness","NOUN",00:00:58,00:01:00
"00220001",2024-02-24,"1","fc24ce9224","honey","honey","NOUN",00:01:07,00:01:08
"00220001",2024-02-24,"1","fc24ce9224","goodness","goodness","NOUN",00:01:12,00:01:12
"00220001",2024-02-24,"1","fc24ce9224","goodness","goodness","NOUN",00:01:15,00:01:15
"00220001",2024-02-24,"1","fc24ce9224","noise","noise","NOUN",00:01:27,00:01:27
"00220001",2024-02-24,"1","fc24ce9224","lord","lord","NOUN",00:01:47,00:01:47
"00220001",2024-02-24,"1","fc24ce9224","sweetie","sweetire","NOUN",00:01:58,00:01:59
"00220001",2024-02-24,"1","fc24ce9224","boo","boo","NOUN",00:05:41,00:05:41
"00220001",2024-02-24,"1","fc24ce9224","boo","boo","NOUN",00:05:48,00:05:50
"00220001",2024-02-24,"1","fc24ce9224","peek","peek","NOUN",00:05:55,00:05:55
"00220001",2024-02-24,"1","fc24ce9224","boo","boo","NOUN",00:05:55,00:05:56
"00220001",2024-02-24,"2","1eba272d11","flashing","flash","NOUN",00:00:17,00:00:19
"00220001",2024-02-24,"2","1eba272d11","bubble","bubble","NOUN",00:01:05,00:01:05
"00220001",2024-02-24,"2","1eba272d11","person","person","NOUN",00:02:12,00:02:12
"00220001",2024-02-24,"2","1eba272d11","dance","dance","NOUN",00:02:32,00:02:33
"00220001",2024-02-24,"2","1eba272d11","attack","attack","NOUN",00:02:41,00:02:41
"00220001",2024-02-24,"2","1eba272d11","baby","baby","NOUN",00:02:41,00:02:41
"00220001",2024-02-24,"2","1eba272d11","face","face","NOUN",00:03:18,00:03:18
"00220001",2024-02-24,"2","1eba272d11","bow","bow","NOUN",00:03:49,00:03:50
"00220001",2024-02-24,"2","1eba272d11","bow","bow","NOUN",00:03:52,00:03:52
"00220001",2024-02-24,"2","1eba272d11","bow","bow","NOUN",00:03:57,00:03:57
"00220001",2024-02-24,"2","1eba272d11","tap","tap","NOUN",00:04:07,00:04:08
"00220001",2024-02-24,"2","1eba272d11","knees","knee","NOUN",00:04:08,00:04:08
"00220001",2024-02-24,"2","1eba272d11","world","world","NOUN",00:07:32,00:07:33
"00220001",2024-02-24,"2","1eba272d11","war","war","NOUN",00:07:33,00:07:33
"00220001",2024-02-24,"2","1eba272d11","soldier","soldier","NOUN",00:07:33,00:07:34
"00220001",2024-02-24,"2","1eba272d11","bear","bear","NOUN",00:07:38,00:07:38
"00220001",2024-02-24,"2","1eba272d11","mar","mar","NOUN",00:08:04,00:08:04
"00220001",2024-02-24,"2","1eba272d11","mar","mar","NOUN",00:08:09,00:08:11
"00220001",2024-02-24,"2","1eba272d11","marjorie","marjorie","NOUN",00:08:25,00:08:29
"00220001",2024-02-24,"2","1eba272d11","pearl","pearl","NOUN",00:08:29,00:08:32
"00220001",2024-02-24,"2","1eba272d11","cleo","cleo","NOUN",00:09:06,00:09:08
"00220001",2024-02-24,"2","c89207e309","polite","polite","NOUN",00:02:34,00:02:34
"00220001",2024-02-24,"2","c89207e309","mouth","mouth","NOUN",00:02:42,00:02:42
"00220001",2024-02-24,"2","c89207e309","recording","record","NOUN",00:03:36,00:03:36
"00220001",2024-02-24,"2","c89207e309","bird","bird","NOUN",00:04:24,00:04:24
"00220001",2024-02-24,"2","c89207e309","birds","bird","NOUN",00:04:25,00:04:26
"00220001",2024-02-24,"2","c89207e309","horse","horse","NOUN",00:04:42,00:04:42
"00220001",2024-02-24,"2","c89207e309","enter","enter","NOUN",00:06:38,00:06:38
"00220001",2024-02-24,"2","c89207e309","baby","baby","NOUN",00:06:39,00:06:39
"00220001",2024-02-24,"2","c89207e309","surveillance","surveillance","NOUN",00:06:39,00:06:39
"00220001",2024-02-24,"2","c89207e309","goodness","goodness","NOUN",00:11:42,00:11:44
"00220001",2024-02-24,"3","9628991f6d","tail","tail","NOUN",00:01:03,00:01:03
"00220001",2024-02-24,"3","9628991f6d","cause","cause","NOUN",00:01:09,00:01:09
"00220001",2024-02-24,"3","9628991f6d","goodness","goodness","NOUN",00:01:19,00:01:21
"00220001",2024-02-28,"1","4736fbdc91","goodness","goodness","NOUN",00:02:31,00:02:31
"00220001",2024-02-28,"1","4736fbdc91","chugga","chugga","NOUN",00:03:51,00:03:51
"00220001",2024-02-28,"1","4736fbdc91","chugga","chugga","NOUN",00:03:52,00:03:53
"00220001",2024-02-28,"1","4736fbdc91","chugga","chugga","NOUN",00:03:53,00:03:53
"00220001",2024-02-28,"1","4736fbdc91","choo","choo","NOUN",00:03:53,00:03:53
"00220001",2024-02-28,"1","4736fbdc91","choo","choo","NOUN",00:03:53,00:03:53
"00220001",2024-02-28,"1","4736fbdc91","choo","choo","NOUN",00:03:53,00:03:54
"00220001",2024-02-28,"1","4736fbdc91","choo","choo","NOUN",00:03:54,00:03:54
"00220001",2024-02-28,"1","4736fbdc91","bird","bird","NOUN",00:04:21,00:04:21
"00220001",2024-02-28,"1","4736fbdc91","food","food","NOUN",00:06:17,00:06:17
"00220001",2024-02-28,"1","4736fbdc91","goodness","goodness","NOUN",00:06:45,00:06:46
"00220001",2024-02-28,"1","4736fbdc91","girl","girl","NOUN",00:08:18,00:08:18
"00220001",2024-02-28,"1","4736fbdc91","girl","girl","NOUN",00:08:20,00:08:20
"00220001",2024-02-28,"1","4736fbdc91","goodness","goodness","NOUN",00:10:04,00:10:05
"00220001",2024-02-28,"1","4736fbdc91","trade","trade","NOUN",00:10:15,00:10:15
"00220001",2024-02-28,"1","4736fbdc91","water","water","NOUN",00:10:16,00:10:16
"00220001",2024-02-28,"1","4736fbdc91","eggies","eggy","NOUN",00:10:23,00:10:24
"00220001",2024-02-28,"1","4736fbdc91","eggie","eggie","NOUN",00:10:30,00:10:30
"00220001",2024-02-28,"1","4736fbdc91","eggies","eggy","NOUN",00:10:34,00:10:35
"00220001",2024-02-28,"1","4736fbdc91","love","love","NOUN",00:10:48,00:10:48
"00220001",2024-02-28,"2","ef47fcf147","pet","pet","NOUN",00:00:22,00:00:22
"00220001",2024-02-28,"2","ef47fcf147","paprika","paprika","NOUN",00:00:22,00:00:22
"00220001",2024-02-28,"2","ef47fcf147","paprika","paprika","NOUN",00:01:24,00:01:25
"00220001",2024-02-28,"2","ef47fcf147","elephant","elephant","NOUN",00:02:30,00:02:39
"00220001",2024-02-28,"2","ef47fcf147","elephant","elephant","NOUN",00:02:41,00:02:41
"00220001",2024-02-28,"2","ef47fcf147","darling","darling","NOUN",00:02:56,00:02:56
"00220001",2024-02-28,"2","ef47fcf147","dog","dog","NOUN",00:03:16,00:03:16
"00220001",2024-02-28,"2","ef47fcf147","thing","thing","NOUN",00:03:19,00:03:19
"00220001",2024-03-06,"1","2a74025141","triangle","triangle","NOUN",00:05:44,00:05:45
"00220001",2024-03-06,"1","2a74025141","triangle","triangle","NOUN",00:05:45,00:05:47
"00220001",2024-03-06,"1","2a74025141","number","number","NOUN",00:06:14,00:06:16
"00220001",2024-03-06,"1","2a74025141","eight","eight","NOUN",00:10:55,00:10:56
"00220001",2024-03-06,"1","2a74025141","threes","three","NOUN",00:11:36,00:11:37
"00220001",2024-03-06,"2","3c7be5ff5c","feeling","feel","NOUN",00:03:19,00:03:19
"00220001",2024-03-06,"2","3c7be5ff5c","day","day","NOUN",00:07:07,00:07:07
"00220001",2024-03-06,"2","3c7be5ff5c","slay","slay","NOUN",00:09:28,00:09:29
"00220001",2024-03-06,"2","3c7be5ff5c","slay","slay","NOUN",00:09:46,00:09:47
"00220001",2024-03-06,"2","3c7be5ff5c","stray","stray","NOUN",00:09:47,00:09:47
"00220001",2024-03-06,"3","5cfb477b9b","slides","slide","NOUN",00:01:38,00:01:38
"00220001",2024-03-06,"3","5cfb477b9b","ma","ma","NOUN",00:02:07,00:02:07
"00220001",2024-03-06,"3","5cfb477b9b","mommy","mommy","NOUN",00:03:16,00:03:17
"00220001",2024-03-06,"3","5cfb477b9b","baby","baby","NOUN",00:03:47,00:03:47
"00220001",2024-03-06,"3","5cfb477b9b","girl","girl","NOUN",00:03:48,00:03:49
"00220001",2024-03-06,"3","5cfb477b9b","sleep","sleep","NOUN",00:05:08,00:05:08
"00220001",2024-03-06,"3","5cfb477b9b","knee","knee","NOUN",00:05:18,00:05:18
"00220001",2024-03-12,"1","320252b0e0","ma","ma","NOUN",00:00:15,00:00:15
"00220001",2024-03-12,"1","320252b0e0","baby","baby","NOUN",00:03:16,00:03:16
"00220001",2024-03-12,"1","320252b0e0","sister's","sister","NOUN",00:03:27,00:03:27
"00220001",2024-03-12,"1","320252b0e0","lot","lot","NOUN",00:03:28,00:03:28
"00220001",2024-03-12,"1","320252b0e0","marjorie","marjorie","NOUN",00:06:43,00:06:45
"00220001",2024-03-12,"1","320252b0e0","folks","folk","NOUN",00:09:23,00:09:23
"00220001",2024-03-19,"1","fac9b98414","boop","boop","NOUN",00:00:17,00:00:17
"00220001",2024-03-19,"1","fac9b98414","boop","boop","NOUN",00:00:17,00:00:17
"00220001",2024-03-19,"1","fac9b98414","boop","boop","NOUN",00:00:17,00:00:17
"00220001",2024-03-19,"1","fac9b98414","boop","boop","NOUN",00:00:17,00:00:18
"00220001",2024-03-19,"1","fac9b98414","job","job","NOUN",00:00:34,00:00:34
"00220001",2024-03-19,"1","fac9b98414","goodness","goodness","NOUN",00:00:38,00:00:39
"00220001",2024-03-19,"1","fac9b98414","goodness","goodness","NOUN",00:05:08,00:05:08
"00220001",2024-03-19,"1","fac9b98414","oranges","orang","NOUN",00:05:54,00:05:56
"00220001",2024-03-19,"1","fac9b98414","job","job","NOUN",00:11:17,00:11:18
"00220001",2024-03-19,"2","1da2057f02","girl","girl","NOUN",00:02:16,00:02:16
"00220001",2024-03-19,"2","1da2057f02","envelope","envelope","NOUN",00:07:18,00:07:18
"00220001",2024-03-19,"2","1da2057f02","stuff","stuff","NOUN",00:07:25,00:07:25
"00220001",2024-03-19,"2","1da2057f02","reply","reply","NOUN",00:10:58,00:10:58
"00220001",2024-03-19,"2","1da2057f02","email","email","NOUN",00:10:58,00:10:58
"00220001",2024-03-19,"2","1da2057f02","doctor","doctor","NOUN",00:10:59,00:10:59
"00220001",2024-03-23,"1","13e9dc8132","32pm","pm","NOUN",00:00:09,00:00:10
"00220001",2024-03-23,"1","13e9dc8132","light","light","NOUN",00:02:04,00:02:05
"00220001",2024-03-23,"1","13e9dc8132","bags","bag","NOUN",00:02:27,00:02:27
"00220001",2024-03-23,"1","13e9dc8132","soil","soil","NOUN",00:02:27,00:02:27
"00220001",2024-03-23,"1","13e9dc8132","dollar","dollar","NOUN",00:02:40,00:02:40
"00220001",2024-03-23,"1","13e9dc8132","store","store","NOUN",00:02:40,00:02:40
"00220001",2024-03-23,"1","13e9dc8132","place","place","NOUN",00:02:41,00:02:41
"00220001",2024-03-23,"1","13e9dc8132","pussies","pussy","NOUN",00:02:44,00:02:44
"00220001",2024-03-23,"1","13e9dc8132","question","question","NOUN",00:03:23,00:03:23
"00220001",2024-03-23,"1","13e9dc8132","darling","darling","NOUN",00:03:24,00:03:24
"00220001",2024-03-23,"1","13e9dc8132","applesauce","applesauce","NOUN",00:03:53,00:03:54
"00220001",2024-03-23,"1","13e9dc8132","pet","pet","NOUN",00:04:06,00:04:06
"00220001",2024-03-23,"1","13e9dc8132","alligator","alligator","NOUN",00:04:06,00:04:06
"00220001",2024-03-23,"1","13e9dc8132","hiss","hiss","NOUN",00:04:20,00:04:20
"00220001",2024-03-23,"1","13e9dc8132","kiddo","kiddo","NOUN",00:04:33,00:04:33
"00220001",2024-03-23,"1","13e9dc8132","spoon","spoon","NOUN",00:04:52,00:04:52
"00220001",2024-03-23,"1","13e9dc8132","spoon","spoon","NOUN",00:04:53,00:04:53
"00220001",2024-03-23,"1","13e9dc8132","guys","guy","NOUN",00:05:09,00:05:09
"00220001",2024-03-23,"1","13e9dc8132","shot","shot","NOUN",00:05:09,00:05:10
"00220001",2024-03-23,"1","13e9dc8132","girl","girl","NOUN",00:06:01,00:06:02
"00220001",2024-03-23,"1","13e9dc8132","goodness","goodness","NOUN",00:07:11,00:07:12
"00220001",2024-03-23,"1","13e9dc8132","crackers","cracker","NOUN",00:07:38,00:07:39
"00220001",2024-03-23,"1","13e9dc8132","finger","finger","NOUN",00:08:09,00:08:09
"00220001",2024-03-23,"1","13e9dc8132","blood","blood","NOUN",00:08:10,00:08:10
"00220001",2024-03-23,"1","13e9dc8132","stick","stick","NOUN",00:08:14,00:08:14
"00220001",2024-03-23,"1","13e9dc8132","finger","finger","NOUN",00:08:14,00:08:14
"00220001",2024-03-23,"1","13e9dc8132","toes","toe","NOUN",00:09:08,00:09:08
"00220001",2024-03-23,"1","13e9dc8132","things","thing","NOUN",00:09:18,00:09:18
"00220001",2024-03-23,"1","13e9dc8132","toes","toe","NOUN",00:09:18,00:09:19
"00220001",2024-03-23,"1","13e9dc8132","things","thing","NOUN",00:09:22,00:09:22
"00220001",2024-03-23,"1","13e9dc8132","toes","toe","NOUN",00:09:22,00:09:23
"00220001",2024-03-23,"1","13e9dc8132","cracker","cracker","NOUN",00:10:01,00:10:01
"00220001",2024-03-23,"1","13e9dc8132","cheese","cheese","NOUN",00:10:01,00:10:02
"00220001",2024-03-23,"1","13e9dc8132","cracker","cracker","NOUN",00:10:26,00:10:26
"00220001",2024-03-23,"1","13e9dc8132","bought","buy","NOUN",00:11:03,00:11:03
"00220001",2024-03-23,"1","13e9dc8132","bread","bread","NOUN",00:11:24,00:11:25
"00220001",2024-03-23,"1","13e9dc8132","fruit","fruit","NOUN",00:11:25,00:11:25
"00220001",2024-03-23,"1","13e9dc8132","bread","bread","NOUN",00:11:25,00:11:25
"00220001",2024-03-23,"1","13e9dc8132","fruit","fruit","NOUN",00:11:26,00:11:26
"00220001",2024-03-23,"1","13e9dc8132","friend","friend","NOUN",00:11:39,00:11:40
"00220001",2024-03-23,"1","13e9dc8132","ginger","ginger","NOUN",00:11:40,00:11:40
"00220001",2024-03-23,"1","13e9dc8132","lot","lot","NOUN",00:11:44,00:11:44
"00220001",2024-03-23,"1","13e9dc8132","sugar","sugar","NOUN",00:11:44,00:11:44
"00220001",2024-03-30,"1","94b622ce58","ma","ma","NOUN",00:10:26,00:10:26
"00220001",2024-03-30,"2","3fdb1b3622","smells","smell","NOUN",00:02:15,00:02:17
"00220001",2024-03-30,"2","3fdb1b3622","cooking","cook","NOUN",00:06:26,00:06:26
"00220001",2024-03-30,"2","3fdb1b3622","offering","offer","NOUN",00:08:04,00:08:04
"00220001",2024-03-30,"2","3fdb1b3622","choice","choice","NOUN",00:09:43,00:09:44
"00220001",2024-03-30,"2","3fdb1b3622","toys","toy","NOUN",00:11:11,00:11:11
"00220001",2024-03-30,"2","3fdb1b3622","sleeping","sleep","NOUN",00:11:25,00:11:25
"00220001",2024-03-30,"2","3fdb1b3622","baby","baby","NOUN",00:11:26,00:11:26
"00220001",2024-03-30,"2","3fdb1b3622","dog","dog","NOUN",00:11:26,00:11:26
"00220001",2024-03-30,"3","8c54e5137e","time","time","NOUN",00:00:16,00:00:17
"00220001",2024-03-30,"3","8c54e5137e","time","time","NOUN",00:00:21,00:00:21
"00220001",2024-03-30,"3","8c54e5137e","joke","joke","NOUN",00:00:21,00:00:21
"00220001",2024-03-30,"3","8c54e5137e","spring","spring","NOUN",00:00:21,00:00:22
"00220001",2024-03-30,"3","8c54e5137e","chilies","chily","NOUN",00:01:43,00:01:46
"00220001",2024-03-30,"3","8c54e5137e","avocado","avocado","NOUN",00:01:46,00:01:47
"00220001",2024-03-30,"3","8c54e5137e","artichoke","artichoke","NOUN",00:02:40,00:02:40
"00220001",2024-03-30,"3","8c54e5137e","artichokes","artichoke","NOUN",00:02:43,00:02:43
"00220001",2024-03-30,"3","8c54e5137e","chilies","chily","NOUN",00:02:56,00:02:56
"00220001",2024-03-30,"3","8c54e5137e","dog","dog","NOUN",00:04:30,00:04:31
"00220001",2024-03-30,"3","8c54e5137e","pet","pet","NOUN",00:04:31,00:04:31
"00220001",2024-03-30,"3","8c54e5137e","sauce","sauce","NOUN",00:06:19,00:06:19
"00220001",2024-03-30,"3","8c54e5137e","sauce","sauce","NOUN",00:06:21,00:06:21
"00220001",2024-03-30,"3","8c54e5137e","dog","dog","NOUN",00:07:15,00:07:16
"00220001",2024-04-06,"1","6cbf493213","sí","sí","NOUN",00:05:14,00:05:14
"00220001",2024-04-06,"1","6cbf493213","dentist","dentist","NOUN",00:05:59,00:05:59
"00220001",2024-04-06,"1","6cbf493213","thomas","thomas","NOUN",00:06:12,00:06:15
"00220001",2024-04-06,"1","6cbf493213","work","work","NOUN",00:06:17,00:06:17
"00220001",2024-04-06,"1","7cc2ac5ba7","poster","poster","NOUN",00:04:01,00:04:02
"00220001",2024-04-06,"2","69b5a40c71","context","context","NOUN",00:06:06,00:06:06
"00220001",2024-04-06,"2","69b5a40c71","baby","baby","NOUN",00:06:06,00:06:06
"00220001",2024-04-06,"2","69b5a40c71","poop","poop","NOUN",00:06:06,00:06:06
"00220001",2024-04-06,"2","69b5a40c71","run","run","NOUN",00:08:46,00:08:47
"00220001",2024-04-06,"2","bd625d9da0","kiddo","kiddo","NOUN",00:05:13,00:05:13
"00220001",2024-04-06,"2","bd625d9da0","mommy","mommy","NOUN",00:08:10,00:08:11
"00220001",2024-04-06,"2","bd625d9da0","thing","thing","NOUN",00:09:41,00:09:41
"00220001",2024-04-06,"3","20cb0f9f82","raisins","raisin","NOUN",00:05:32,00:05:33
"00220001",2024-04-06,"3","20cb0f9f82","raisins","raisin","NOUN",00:05:38,00:05:38
"00220001",2024-04-06,"3","20cb0f9f82","spoon","spoon","NOUN",00:07:59,00:08:01
"00220001",2024-04-06,"3","20cb0f9f82","dishwasher","dishwasher","NOUN",00:10:04,00:10:04
"00220001",2024-04-06,"3","20cb0f9f82","moment","moment","NOUN",00:10:12,00:10:12
"00220001",2024-04-06,"4","6cd9a6406f","love","love","NOUN",00:04:02,00:04:02
"00220001",2024-04-06,"4","6cd9a6406f","love","love","NOUN",00:04:15,00:04:15
"00220001",2024-04-06,"4","6cd9a6406f","water","water","NOUN",00:04:15,00:04:16
"00220001",2024-04-10,"1","ee51306b05","today's","today","NOUN",00:00:03,00:00:04
"00220001",2024-04-10,"1","ee51306b05","10th","10th","NOUN",00:00:04,00:00:05
"00220001",2024-04-10,"1","ee51306b05","group","group","NOUN",00:01:12,00:01:13
"00220001",2024-04-16,"1","16d5185d0b","toy","toy","NOUN",00:00:37,00:00:37
"00220001",2024-04-16,"1","16d5185d0b","goodness","goodness","NOUN",00:00:38,00:00:40
"00220001",2024-04-16,"1","16d5185d0b","sleepy","sleepy","NOUN",00:01:12,00:01:12
"00220001",2024-04-16,"1","16d5185d0b","girl","girl","NOUN",00:01:12,00:01:12
"00220001",2024-04-16,"1","16d5185d0b","boy","boy","NOUN",00:01:49,00:01:52
"00220001",2024-04-16,"1","16d5185d0b","ball","ball","NOUN",00:02:01,00:02:01
"00220001",2024-04-16,"1","16d5185d0b","chop","chop","NOUN",00:02:20,00:02:20
"00220001",2024-04-16,"1","16d5185d0b","mushrooms","mushroom","NOUN",00:02:20,00:02:21
"00220001",2024-04-16,"1","16d5185d0b","crust","crust","NOUN",00:02:22,00:02:22
"00220001",2024-04-16,"1","16d5185d0b","lots","lot","NOUN",00:04:28,00:04:29
"00220001",2024-04-16,"1","16d5185d0b","mushrooms","mushroom","NOUN",00:04:29,00:04:29
"00220001",2024-04-16,"1","16d5185d0b","toys","toy","NOUN",00:05:19,00:05:19
"00220001",2024-04-16,"1","16d5185d0b","things","thing","NOUN",00:05:52,00:05:52
"00220001",2024-04-16,"1","16d5185d0b","today","today","NOUN",00:05:53,00:05:53
"00220001",2024-04-16,"1","16d5185d0b","miss","miss","NOUN",00:07:21,00:07:21
"00220001",2024-04-16,"1","16d5185d0b","miss","miss","NOUN",00:07:26,00:07:27
"00220001",2024-04-16,"1","16d5185d0b","recipe","recipe","NOUN",00:10:54,00:10:55
"00220001",2024-04-16,"1","16d5185d0b","recipe","recipe","NOUN",00:10:56,00:11:00
"00220001",2024-04-16,"2","72ab512b54","plenty","plenty","NOUN",00:00:37,00:00:41
"00220001",2024-04-16,"2","72ab512b54","cheese","cheese","NOUN",00:00:41,00:00:42
"00220001",2024-04-16,"2","72ab512b54","babies","baby","NOUN",00:01:11,00:01:11
"00220001",2024-04-16,"2","72ab512b54","bacon","bacon","NOUN",00:02:38,00:02:39
"00220001",2024-04-16,"2","72ab512b54","goodness","goodness","NOUN",00:08:10,00:08:11
"00220001",2024-04-16,"2","72ab512b54","crust","crust","NOUN",00:10:48,00:10:49
"00220001",2024-04-16,"3","414106282c","goodness","goodness","NOUN",00:04:17,00:04:17
"00220001",2024-04-16,"3","414106282c","thing","thing","NOUN",00:04:20,00:04:21
"00220001",2024-04-16,"3","414106282c","darling","darling","NOUN",00:04:25,00:04:25
"00220001",2024-04-16,"3","414106282c","mommy","mommy","NOUN",00:08:50,00:08:52
"00220001",2024-04-16,"3","414106282c","goodness","goodness","NOUN",00:09:37,00:09:38
"00220001",2024-04-24,"1","ff980f1039","excuse","excuse","NOUN",00:02:46,00:02:48
"00220001",2024-04-24,"1","ff980f1039","zebra","zebra","NOUN",00:05:27,00:05:27
"00220001",2024-04-24,"1","ff980f1039","excuse","excuse","NOUN",00:05:37,00:05:43
"00220001",2024-04-24,"1","ff980f1039","mama","mama","NOUN",00:07:06,00:07:06
"00220001",2024-04-24,"1","ff980f1039","mama's","mama","NOUN",00:07:08,00:07:08
"00220001",2024-04-24,"1","ff980f1039","goodness","goodness","NOUN",00:07:54,00:07:55
"00220001",2024-04-24,"1","ff980f1039","hat","hat","NOUN",00:09:59,00:09:59
"00220001",2024-04-29,"1","23382435eb","boop","boop","NOUN",00:00:13,00:00:13
"00220001",2024-04-29,"1","23382435eb","boop","boop","NOUN",00:00:13,00:00:13
"00220001",2024-04-29,"1","23382435eb","boop","boop","NOUN",00:00:13,00:00:13
"00220001",2024-04-29,"1","23382435eb","boop","boop","NOUN",00:00:14,00:00:14
"00220001",2024-04-29,"1","23382435eb","tummy","tummy","NOUN",00:01:09,00:01:09
"00220001",2024-04-29,"1","23382435eb","hurts","hurts","NOUN",00:01:09,00:01:09
"00220001",2024-04-29,"1","23382435eb","mommy","mommy","NOUN",00:02:23,00:02:25
"00220001",2024-04-29,"1","23382435eb","23rd","23rd","NOUN",00:02:30,00:02:35
"00220001",2024-04-29,"1","23382435eb","freezer","freezer","NOUN",00:06:18,00:06:18
"00220001",2024-04-29,"1","23382435eb","daddy","daddy","NOUN",00:10:12,00:10:12
"00220001",2024-04-29,"1","23382435eb","longwigs","longwig","NOUN",00:10:12,00:10:12
"00220001",2024-04-29,"1","23382435eb","pee","pee","NOUN",00:11:22,00:11:22
"00220001",2024-04-29,"1","23382435eb","garage","garage","NOUN",00:11:23,00:11:23
"00220001",2024-04-29,"2","c977e1308c","tells","tell","NOUN",00:02:10,00:02:10
"00220001",2024-04-29,"2","c977e1308c","brain","brain","NOUN",00:02:10,00:02:10
"00220001",2024-04-29,"2","c977e1308c","thing","thing","NOUN",00:02:12,00:02:12
"00220001",2024-04-29,"2","c977e1308c","mouth","mouth","NOUN",00:03:06,00:03:07
"00220001",2024-04-29,"2","c977e1308c","mouth","mouth","NOUN",00:03:08,00:03:08
