"file_tag","subject_id","administration_id","age","sex","country","birth_order","variable","value"
"WG",360001,321785,16,"Male","United States of America","4 (Fourth)","diaper","produces"
"WG",370001,315501,12,"Female","United States of America","2 (Second)","daddy","produces"
"WG",370001,315501,12,"Female","United States of America","2 (Second)","mommy","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","meow","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","moo","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","cat","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","cow","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","dog","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","fish","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","ball","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","book","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","drink","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","milk","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","water","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","hat","produces"
"WG",370001,317747,15,"Female","United States of America","2 (Second)","light","produces"
"WG",400001,312140,13,"Male","United States of America","1 (First)","cat","produces"
"WG",400001,312140,13,"Male","United States of America","1 (First)","book","produces"
"WG",400001,312140,13,"Male","United States of America","1 (First)","milk","produces"
"WG",400001,312140,13,"Male","United States of America","1 (First)","hat","produces"
"WG",400001,312140,13,"Male","United States of America","1 (First)","bottle","produces"
"WG",400001,312140,13,"Male","United States of America","1 (First)","daddy","produces"
"WG",400001,312140,13,"Male","United States of America","1 (First)","mommy","produces"
"WG",400001,313024,15,"Male","United States of America","1 (First)","cat","produces"
"WG",400001,313024,15,"Male","United States of America","1 (First)","milk","produces"
"WG",400001,313024,15,"Male","United States of America","1 (First)","hat","produces"
"WG",400001,313024,15,"Male","United States of America","1 (First)","daddy","produces"
"WG",400001,313024,15,"Male","United States of America","1 (First)","mommy","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","dog","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","ball","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","apple","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","banana","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","cheese","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","egg","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","water","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","hat","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","bathtub","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","daddy","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","grandma","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","mommy","produces"
"WG",400002,313386,13,"Female","United States of America","2 (Second)","bath","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","cat","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","dog","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","duck","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","ball","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","banana","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","cheese","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","water","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","hat","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","bathtub","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","daddy","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","grandma","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","grandpa","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","mommy","produces"
"WG",400002,314363,15,"Female","United States of America","2 (Second)","bath","produces"
"WG",430001,312141,14,"Female","United States of America","2 (Second)","cat","produces"
"WG",430001,312141,14,"Female","United States of America","2 (Second)","dog","produces"
"WG",430001,312141,14,"Female","United States of America","2 (Second)","ball","produces"
"WG",430001,312141,14,"Female","United States of America","2 (Second)","daddy","produces"
"WG",430001,312141,14,"Female","United States of America","2 (Second)","mommy","produces"
"WG",440001,316140,15,"Female","United States of America","2 (Second)","dog","produces"
"WG",440001,316140,15,"Female","United States of America","2 (Second)","ball","produces"
"WG",440001,316140,15,"Female","United States of America","2 (Second)","daddy","produces"
"WG",440001,316140,15,"Female","United States of America","2 (Second)","sister","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","meow","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","moo","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","bug","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","bunny","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","dog","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","duck","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","ball","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","block","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","book","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","bread","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","cheese","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","water","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","hat","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","shoe","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","bathtub","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","bottle","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","flower","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","daddy","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","grandma","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","grandpa","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","mommy","produces"
"WG",510001,317749,15,"Male","United States of America","1 (First)","bath","produces"
"WG",510002,317741,13,"Male","United States of America","1 (First)","dog","produces"
"WG",510002,319073,15,"Male","United States of America","1 (First)","dog","produces"
"WG",510002,319073,15,"Male","United States of America","1 (First)","duck","produces"
"WG",510002,319073,15,"Male","United States of America","1 (First)","book","produces"
"WG",510002,319073,15,"Male","United States of America","1 (First)","baby","produces"
"WG",510002,319073,15,"Male","United States of America","1 (First)","daddy","produces"
"WG",510002,319073,15,"Male","United States of America","1 (First)","mommy","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","meow","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","moo","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","animal","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bear","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bee","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bird","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bug","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bunny","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","butterfly","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","cat","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","chicken","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","cow","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","deer","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","dog","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","duck","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","elephant","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","fish","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","horse","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","kitty","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","lion","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","monkey","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","mouse","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","pig","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","sheep","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","squirrel","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","tiger","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","airplane","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bicycle","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","car","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","train","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","ball","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","book","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","doll","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","toy","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","apple","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","banana","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bread","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","cheese","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","cracker","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","drink","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","food","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","milk","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","pizza","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","water","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","diaper","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","dress","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","hat","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","shoe","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","sock","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","cheek","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","eye","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","face","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","foot","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","finger","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","hair","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","hand","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","head","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","knee","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","leg","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","mouth","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","tooth","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","toe","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","tongue","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","tummy","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","door","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","cup","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","fork","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","medicine","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","spoon","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","telephone","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","moon","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","rain","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","star","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","tree","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","baby","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","daddy","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","grandma","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","grandpa","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","mommy","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","sister","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","bath","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","dance","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","drink","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","fall","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","sleep","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","crayon","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","pencil","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","corn","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","pancake","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","potato","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","soup","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","strawberry","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","vagina","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","grass","produces"
"WS",220001,321718,18,"Female","United States of America","2 (Second)","awake","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","meow","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","moo","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","animal","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bear","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bee","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bird","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bug","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bunny","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","butterfly","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","cat","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","chicken","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","cow","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","dog","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","duck","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","elephant","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","fish","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","giraffe","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","horse","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","kitty","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","lion","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","monkey","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","mouse","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","penguin","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","puppy","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","sheep","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","squirrel","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","tiger","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","turkey","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","airplane","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bicycle","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bus","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","car","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","firetruck","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","motorcycle","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","stroller","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","train","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","truck","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","ball","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","balloon","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","block","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","book","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","doll","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","pen","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","toy","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","apple","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","banana","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bread","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","butter","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","cereal","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","cheese","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","chicken","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","cookie","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","cracker","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","drink","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","egg","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","fish","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","food","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","juice","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","milk","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","spaghetti","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","toast","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","water","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bib","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","button","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","diaper","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","dress","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","hat","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","jacket","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","pants","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","shirt","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","shoe","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","sock","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","cheek","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","eye","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","face","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","foot","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","finger","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","hair","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","hand","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","head","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","knee","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","leg","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","mouth","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","tooth","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","toe","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","tongue","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","tummy","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bathroom","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bathtub","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bed","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","chair","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","couch","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","crib","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","door","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","garage","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","potty","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","window","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","blanket","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bottle","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bowl","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","box","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","broom","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","fork","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","glass","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","medicine","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","soap","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","telephone","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","towel","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","flower","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","garden","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","house","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","moon","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","park","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","rock","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","school","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","star","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","sun","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","tree","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","water","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","aunt","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","baby","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","daddy","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","grandma","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","grandpa","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","mommy","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","sister","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bath","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","dinner","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","lunch","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","nap","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","wanna","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","dance","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","drink","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","kiss","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","love","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","run","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","sleep","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","tickle","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","touch","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","sleepy","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","alligator","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","zebra","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","boat","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","helicopter","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","bat","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","chalk","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","crayon","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","pencil","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","puzzle","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","story","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","applesauce","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","chocolate","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","corn","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","ice","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","melon","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","pancake","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","potato","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","soup","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","strawberry","produces"
"WS",220001,323551,21,"Female","United States of America","2 (Second)","tuna","produces"
